title,description,requirement,responsibilities,benefit,company,category,employment_type,experience_level,work_approach,ward,province,min_salary,max_salary,applied,view
Lead Database Engineer,"Join CodeBridge Solutions as a Lead Database Engineer working on Redis-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- 7+ năm kinh nghiệm, trong đó có ít nhất 2 năm ở vị trí lead.
- Chuyên sâu Redis và hệ sinh thái xung quanh.
- Kinh nghiệm thiết kế kiến trúc dữ liệu cho hệ thống scale lớn.
- Khả năng lãnh đạo team 4-6 người, làm việc với stakeholders.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Redis.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Performance bonus up to 3 months, Stock options, Premium healthcare",CodeBridge Solutions,Information Technology,Hybrid,Lead,Onsite,Kiến Hưng,Thành phố Hà Nội,3600,5400,74,1265
DevOps Engineer,Manage CI/CD pipeline.,Docker experience.,Maintain deployment system.,Stock option,NextGen Software,Marketing,Full-time,Senior,Onsite,Hà Đông,Thành phố Hà Nội,4000,6000,0,0
"Backend Developer (Database, Middle)","MediTech Global is looking for a Backend Developer (Database, Middle) based in Hà Nội to strengthen our data platform. You will work on PostgreSQL, focusing on advanced SQL, indexing, query optimization, replication, partitioning for production-grade systems.","- 3-4 năm kinh nghiệm làm việc thực tế với cơ sở dữ liệu quan hệ hoặc NoSQL.
- Thành thạo advanced SQL, indexing, query optimization, replication, partitioning.
- Có kinh nghiệm thiết kế schema, partitioning, replication.
- Kinh nghiệm monitoring và troubleshooting production databases.
- Khả năng làm việc độc lập và mentor junior members.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng PostgreSQL.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",MediTech Global,Information Technology,Full-time,Middle,Onsite,Yên Nghĩa,Thành phố Hà Nội,1700,3000,19,380
Senior Database Engineer,"CodeBridge Solutions đang tìm kiếm một Senior Database Engineer để gia nhập đội ngũ kỹ thuật tại Hà Nội. Bạn sẽ làm việc với SQL Server và các công nghệ liên quan để xây dựng, vận hành và tối ưu các hệ thống dữ liệu phục vụ hàng triệu người dùng tại Việt Nam.","- 5+ năm kinh nghiệm database engineering với SQL Server.
- Chuyên sâu về T-SQL, stored procedures, Always On, SSIS/SSRS.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng SQL Server.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","13th month salary, Health insurance, Annual leave 12+ days",CodeBridge Solutions,Information Technology,Full-time,Senior,Remote,Yên Nghĩa,Thành phố Hà Nội,2700,4100,73,1245
Thực tập sinh Database,"MediTech Global mở rộng team database và cần một Thực tập sinh Database giàu kinh nghiệm về Oracle. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- Tốt nghiệp Đại học chuyên ngành CNTT hoặc tương đương.
- Hiểu biết cơ bản về SQL và một hệ quản trị cơ sở dữ liệu quan hệ.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
- Tinh thần ham học hỏi, có khả năng làm việc nhóm.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Health insurance for family, Annual health check, Team building budget",MediTech Global,Information Technology,Full-time,Fresher,Onsite,Tùng Thiện,Thành phố Hà Nội,600,700,56,774
Senior ETL Developer,"FinCore Tech mở rộng team database và cần một Senior ETL Developer giàu kinh nghiệm về Cloud Database. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với Cloud Database.
- Chuyên sâu về AWS RDS/Aurora, Azure SQL, GCP Cloud SQL, IaC.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",FinCore Tech,Information Technology,Full-time,Senior,Onsite,Tùng Thiện,Thành phố Hà Nội,2900,3900,57,832
Fullstack Developer,Work on fullstack systems.,NodeJS and React.,Implement new features.,Flexible hours,NextGen Software,Information Technology,Full-time,Middle,Remote,Sóc Sơn,Thành phố Hà Nội,2000,3000,0,0
Principal Database Engineer (Vietnam),"FinCore Tech is looking for a Principal Database Engineer (Vietnam) based in Hà Nội to strengthen our data platform. You will work on PostgreSQL, focusing on advanced SQL, indexing, query optimization, replication, partitioning for production-grade systems.","- 10+ năm kinh nghiệm database/data engineering ở các hệ thống production quy mô lớn.
- Tầm nhìn kiến trúc và khả năng đưa ra quyết định công nghệ dài hạn.
- Kinh nghiệm làm việc với cloud data platforms (AWS/Azure/GCP).
- Đã từng thiết kế hệ thống phục vụ hàng trăm triệu records.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng PostgreSQL.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Premium health insurance, English class, Book allowance",FinCore Tech,Information Technology,Remote,Principal,Onsite,Trung Giã,Thành phố Hà Nội,4700,7000,71,1212
Junior Data Engineer,"ShopSphere đang tìm kiếm một Junior Data Engineer để gia nhập đội ngũ kỹ thuật tại Hà Nội. Bạn sẽ làm việc với SQL Server và các công nghệ liên quan để xây dựng, vận hành và tối ưu các hệ thống dữ liệu phục vụ hàng triệu người dùng tại Việt Nam.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng SQL Server.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Competitive salary, Project bonus, Long-service award",ShopSphere,Information Technology,Full-time,Junior,Onsite,Đa Phúc,Thành phố Hà Nội,800,1300,29,504
Middle SQL Developer,"VietConnect Telecom is looking for a Middle SQL Developer based in Hà Nội to strengthen our data platform. You will work on Data Warehouse, focusing on dimensional modeling, ETL/ELT, dbt, Snowflake/BigQuery for production-grade systems.","- 3-4 năm kinh nghiệm làm việc thực tế với cơ sở dữ liệu quan hệ hoặc NoSQL.
- Thành thạo dimensional modeling, ETL/ELT, dbt, Snowflake/BigQuery.
- Có kinh nghiệm thiết kế schema, partitioning, replication.
- Kinh nghiệm monitoring và troubleshooting production databases.
- Khả năng làm việc độc lập và mentor junior members.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Data Warehouse.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",VietConnect Telecom,Information Technology,Full-time,Middle,Remote,Đa Phúc,Thành phố Hà Nội,1700,2900,14,418
